UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,id,Machine failure.1,rule_tachycardia,rule_tachypnea,rule_temp,rule_wbc,clinical_flag,meets_clinical_rule
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0,137699.0,0.028101069,False,False,False,False,0,False
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,137700.0,0.004189381,False,False,False,False,0,False
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,137701.0,0.008942003,False,False,False,False,0,False
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,137702.0,0.006002689,False,False,False,False,0,False
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,137703.0,0.005756231,False,False,False,False,0,False
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,137704.0,0.004145826,False,False,False,False,0,False
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,137705.0,0.021952984,False,False,False,False,0,False
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,137706.0,0.00432133,False,False,False,False,0,False
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,137707.0,0.013875372,False,False,False,False,0,False
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,137708.0,0.030387209,False,False,False,False,0,False
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,137709.0,0.006964673,False,False,False,False,0,False
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,137710.0,0.004251564,False,False,False,False,0,False
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,137711.0,0.005124724,False,False,False,False,0,False
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,137712.0,0.088089436,False,False,False,False,0,False
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,137713.0,0.007799411,False,False,False,False,0,False
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,137714.0,0.015484044,False,False,False,False,0,False
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,137715.0,0.005970394,False,False,False,False,0,False
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,137716.0,0.004272054,False,False,False,False,0,False
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,137717.0,0.004524662,False,False,False,False,0,False
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,137718.0,0.014898687,False,False,False,False,0,False
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,137719.0,0.017566907,False,False,False,False,0,False
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,137720.0,0.142586269,False,False,False,False,0,False
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,137721.0,0.008081318,False,False,False,False,0,False
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,137722.0,0.034148356,False,False,False,False,0,False
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,137723.0,0.004632751,False,False,False,False,0,False
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,137724.0,0.009979671,False,False,False,False,0,False
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,137725.0,0.099169595,False,False,False,False,0,False
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,137726.0,0.007199146,False,False,False,False,0,False
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,137727.0,0.032890982,False,False,False,False,0,False
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,137728.0,0.005557892,False,False,False,False,0,False
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,137729.0,0.006258792,False,False,False,False,0,False
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,137730.0,0.004490743,False,False,False,False,0,False
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,137731.0,0.003761132,False,False,False,False,0,False
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,137732.0,0.004775993,False,False,False,False,0,False
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,137733.0,0.004782241,False,False,False,False,0,False
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,137734.0,0.005102086,False,False,False,False,0,False
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,137735.0,0.009806789,False,False,False,False,0,False
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,137736.0,0.007921463,False,False,False,False,0,False
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,137737.0,0.016052046,False,False,False,False,0,False
1310,L48489,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,137738.0,0.006301201,False,False,False,False,0,False
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,137739.0,0.024918388,False,False,False,False,0,False
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,137740.0,0.009287879,False,False,False,False,0,False
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,137741.0,0.010286613,False,False,False,False,0,False
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,137742.0,0.006061135,False,False,False,False,0,False
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,137743.0,0.004980971,False,False,False,False,0,False
1316,L48495,L,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,137744.0,0.03051248,False,False,False,False,0,False
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,137745.0,0.005017602,False,False,False,False,0,False
1318,L48497,L,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,137746.0,0.004976912,False,False,False,False,0,False
1319,M16178,M,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,137747.0,0.005319761,False,False,False,False,0,False
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,137748.0,0.0074542,False,False,False,False,0,False
1321,M16180,M,299.0,310.3,1540,38.1,182,0,0,0,0,0,0,137749.0,0.014126477,False,False,False,False,0,False
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,137750.0,0.006510963,False,False,False,False,0,False
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,137751.0,0.106682937,False,False,False,False,0,False
1324,L48503,L,298.9,310.1,1361,51.7,192,0,0,0,0,0,0,137752.0,0.005845981,False,False,False,False,0,False
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,137753.0,0.006759579,False,False,False,False,0,False
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,137754.0,0.010781401,False,False,False,False,0,False
1327,L48506,L,298.9,310.2,1411,46.5,202,0,0,0,0,0,0,137755.0,0.008241295,False,False,False,False,0,False
1328,L48507,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,137756.0,0.007054057,False,False,False,False,0,False
1329,M16188,M,298.8,310.1,1719,28.8,206,0,0,0,0,0,0,137757.0,0.021114225,False,False,False,False,0,False
1330,H30743,H,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,137758.0,0.006835793,False,False,False,False,0,False
1331,L48510,L,298.9,310.2,1696,30.2,214,0,0,0,0,0,0,137759.0,0.003976995,False,False,False,False,0,False
1332,H30745,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,137760.0,0.006233206,False,False,False,False,0,False
1333,L48512,L,299.0,310.3,1868,24.0,221,0,0,0,0,0,0,137761.0,0.005096152,False,False,False,False,0,False
1334,M16193,M,299.0,310.3,1558,35.4,223,0,0,0,0,0,0,137762.0,0.00408121,False,False,False,False,0,False
1335,L48514,L,299.0,310.4,1365,49.1,226,1,0,0,0,1,0,137763.0,0.004656366,False,False,False,False,0,False
1336,L48515,L,299.0,310.4,1371,53.8,228,1,0,0,0,1,0,137764.0,0.00314886,False,False,False,False,0,False
1337,L48516,L,298.9,310.3,1583,32.6,230,0,0,0,0,0,0,137765.0,0.006229941,False,False,False,False,0,False
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0,137766.0,0.004455645,False,False,False,False,0,False
1339,L48518,L,298.6,310.1,1721,27.2,5,0,0,0,0,0,0,137767.0,0.00445217,False,False,False,False,0,False
1340,M16199,M,298.6,310.2,1668,31.5,7,0,0,0,0,0,0,137768.0,0.004063738,False,False,False,False,0,False
1341,L48520,L,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,137769.0,0.009232409,False,False,False,False,0,False
1342,M16201,M,298.6,310.2,1328,50.5,12,0,0,0,0,0,0,137770.0,0.014392667,False,False,False,False,0,False
1343,M16202,M,298.6,310.1,1596,33.0,15,0,0,0,0,0,0,137771.0,0.00767568,False,False,False,False,0,False
1344,L48523,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,137772.0,0.004916,False,False,False,False,0,False
1345,L48524,L,298.5,310.1,1809,28.9,20,0,0,0,0,0,0,137773.0,0.004309066,False,False,False,False,0,False
1346,L48525,L,298.5,310.0,1804,26.1,22,0,0,0,0,0,0,137774.0,0.051115671,False,False,False,False,0,False
1347,L48526,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0,137775.0,0.006355866,False,False,False,False,0,False
1348,L48527,L,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,137776.0,0.04378054,False,False,False,False,0,False
1349,L48528,L,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,137777.0,0.004434792,False,False,False,False,0,False
1350,L48529,L,298.7,310.2,1402,45.9,30,0,0,0,0,0,0,137778.0,0.004850412,False,False,False,False,0,False
1351,L48530,L,298.7,310.2,1436,47.5,32,0,0,0,0,0,0,137779.0,0.006796709,False,False,False,False,0,False
1352,L48531,L,298.7,310.2,1525,43.7,34,0,0,0,0,0,0,137780.0,0.006259703,False,False,False,False,0,False
1353,M16212,M,298.7,310.2,1598,33.3,36,0,0,0,0,0,0,137781.0,0.018888749,False,False,False,False,0,False
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,137782.0,0.005970389,False,False,False,False,0,False
1355,L48534,L,298.6,310.0,1334,48.0,42,0,0,0,0,0,0,137783.0,0.004604295,False,False,False,False,0,False
1356,M16215,M,298.6,310.0,1681,35.5,44,0,0,0,0,0,0,137784.0,0.004229308,False,False,False,False,0,False
1357,L48536,L,298.6,309.9,1593,37.4,47,0,0,0,0,0,0,137785.0,0.030821675,False,False,False,False,0,False
1358,L48537,L,298.6,309.9,1461,45.7,49,0,0,0,0,0,0,137786.0,0.004979601,False,False,False,False,0,False
1359,M16218,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,137787.0,0.006780299,False,False,False,False,0,False
1360,L48539,L,298.7,310.2,1404,50.3,54,0,0,0,0,0,0,137788.0,0.049409887,False,False,False,False,0,False
1361,H30774,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,137789.0,0.005069146,False,False,False,False,0,False
1362,M16221,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,137790.0,0.039297671,False,False,False,False,0,False
1363,L48542,L,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,137791.0,0.005326758,False,False,False,False,0,False
1364,L48543,L,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,137792.0,0.00983638,False,False,False,False,0,False
1365,L48544,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,137793.0,0.006117872,False,False,False,False,0,False
1366,L48545,L,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,137794.0,0.009862792,False,False,False,False,0,False
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,137795.0,0.007293907,False,False,False,False,0,False
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,137796.0,0.040639179,False,False,False,False,0,False
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,137797.0,0.004369621,False,False,False,False,0,False
1370,M16229,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0,137798.0,0.007435779,False,False,False,False,0,False
1371,L48550,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,137799.0,0.006552645,False,False,False,False,0,False
1372,M16231,M,298.7,310.3,1495,38.7,88,0,0,0,0,0,0,137800.0,0.009483166,False,False,False,False,0,False
1373,M16232,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,137801.0,0.060761445,False,False,False,False,0,False
1374,M16233,M,298.8,310.3,1366,59.0,94,0,0,0,0,0,0,137802.0,0.010082375,False,False,False,False,0,False
1375,L48554,L,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,137803.0,0.003885698,False,False,False,False,0,False
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,137804.0,0.004754482,False,False,False,False,0,False
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,137805.0,0.004847078,False,False,False,False,0,False
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,137806.0,0.004875916,False,False,False,False,0,False
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,137807.0,0.127084,False,False,False,False,0,False
1380,L48559,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,137808.0,0.009398692,False,False,False,False,0,False
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,137809.0,0.974487087,False,False,False,False,0,False
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,137810.0,0.006229378,False,False,False,False,0,False
1383,L48562,L,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,137811.0,0.006455375,False,False,False,False,0,False
1384,M16243,M,298.9,310.2,1331,49.0,121,0,0,0,0,0,0,137812.0,0.004827077,False,False,False,False,0,False
1385,L48564,L,298.9,310.3,1484,43.8,124,0,0,0,0,0,0,137813.0,0.005127334,False,False,False,False,0,False
1386,M16245,M,298.9,310.2,1603,36.1,126,0,0,0,0,0,0,137814.0,0.011009756,False,False,False,False,0,False
1387,L48566,L,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,137815.0,0.352019371,False,False,False,False,0,False
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,137816.0,0.008508377,False,False,False,False,0,False
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,137817.0,0.030262496,False,False,False,False,0,False
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,137818.0,0.012362816,False,False,False,False,0,False
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,137819.0,0.013998715,False,False,False,False,0,False
1392,L48571,L,298.9,310.2,2737,8.8,142,1,0,0,1,0,0,137820.0,0.006771362,False,False,False,False,0,False
1393,M16252,M,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,137821.0,0.004263473,False,False,False,False,0,False
1394,L48573,L,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,137822.0,0.056587399,False,False,False,False,0,False
1395,L48574,L,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,137823.0,0.006052601,False,False,False,False,0,False
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,137824.0,0.004583754,False,False,False,False,0,False
1397,L48576,L,299.0,310.3,1483,39.2,153,0,0,0,0,0,0,137825.0,0.083544392,False,False,False,False,0,False
1398,L48577,L,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,137826.0,0.005131512,False,False,False,False,0,False
1399,L48578,L,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,137827.0,0.007248814,False,False,False,False,0,False
1400,L48579,L,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,137828.0,0.005572661,False,False,False,False,0,False
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,137829.0,0.004897303,False,False,False,False,0,False
1402,H30815,H,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,137830.0,0.012028981,False,False,False,False,0,False
1403,M16262,M,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,137831.0,0.028804735,False,False,False,False,0,False
1404,L48583,L,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,137832.0,0.008626936,False,False,False,False,0,False
1405,M16264,M,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,137833.0,0.125338023,False,False,False,False,0,False
1406,L48585,L,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,137834.0,0.007237246,False,False,False,False,0,False
1407,L48586,L,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,137835.0,0.004816485,False,False,False,False,0,False
1408,L48587,L,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,137836.0,0.004819899,False,False,False,False,0,False
1409,L48588,L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,137837.0,0.010968307,False,False,False,False,0,False
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,137838.0,0.00428455,False,False,False,False,0,False
1411,M16270,M,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,137839.0,0.014030866,False,False,False,False,0,False
1412,L48591,L,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,137840.0,0.003993496,False,False,False,False,0,False
1413,M16272,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,137841.0,0.010276111,False,False,False,False,0,False
1414,M16273,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,137842.0,0.004453805,False,False,False,False,0,False
1415,M16274,M,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,137843.0,0.009869822,False,False,False,False,0,False
1416,L48595,L,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,137844.0,0.034616786,False,False,False,False,0,False
1417,M16276,M,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,137845.0,0.006716745,False,False,False,False,0,False
1418,L48597,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,137846.0,0.005677731,False,False,False,False,0,False
1419,L48598,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,137847.0,0.00407584,False,False,False,False,0,False
1420,L48599,L,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,137848.0,0.02773618,False,False,False,False,0,False
1421,M16280,M,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,137849.0,0.004932839,False,False,False,False,0,False
1422,L48601,L,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,137850.0,0.005416303,False,False,False,False,0,False
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,137851.0,0.00557719,False,False,False,False,0,False
1424,L48603,L,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,137852.0,0.024124545,False,False,False,False,0,False
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,137853.0,0.005473546,False,False,False,False,0,False
1426,L48605,L,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,137854.0,0.084427379,False,False,False,False,0,False
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,137855.0,0.005847133,False,False,False,False,0,False
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,137856.0,0.006550372,False,False,False,False,0,False
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,137857.0,0.009227984,False,False,False,False,0,False
1430,M16289,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,137858.0,0.007256202,False,False,False,False,0,False
1431,L48610,L,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,137859.0,0.004967347,False,False,False,False,0,False
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,137860.0,0.026687447,False,False,False,False,0,False
1433,L48612,L,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,137861.0,0.011708414,False,False,False,False,0,False
1434,L48613,L,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,137862.0,0.003257145,False,False,False,False,0,False
1435,M16294,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,137863.0,0.006069329,False,False,False,False,0,False
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,137864.0,0.091615518,False,False,False,False,0,False
1437,H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,137865.0,0.005669305,False,False,False,False,0,False
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,137866.0,0.004699808,False,False,False,False,0,False
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,137867.0,0.018810788,False,False,False,False,0,False
1440,M16299,M,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,137868.0,0.003663854,False,False,False,False,0,False
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,137869.0,0.005448729,False,False,False,False,0,False
1442,L48621,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,137870.0,0.005657237,False,False,False,False,0,False
1443,M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,137871.0,0.026468658,False,False,False,False,0,False
1444,L48623,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,137872.0,0.015278989,False,False,False,False,0,False
1445,L48624,L,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,137873.0,0.004558111,False,False,False,False,0,False
1446,L48625,L,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,137874.0,0.006991576,False,False,False,False,0,False
1447,M16306,M,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,137875.0,0.018590449,False,False,False,False,0,False
1448,M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,137876.0,0.004370152,False,False,False,False,0,False
1449,M16308,M,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,137877.0,0.010589374,False,False,False,False,0,False
1450,H30863,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,137878.0,0.003669951,False,False,False,False,0,False
1451,M16310,M,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,137879.0,0.004853326,False,False,False,False,0,False
1452,L48631,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,137880.0,0.008609028,False,False,False,False,0,False
1453,L48632,L,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,137881.0,0.008227126,False,False,False,False,0,False
1454,L48633,L,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,137882.0,0.006459594,False,False,False,False,0,False
1455,L48634,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,137883.0,0.004685453,False,False,False,False,0,False
1456,L48635,L,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,137884.0,0.041596606,False,False,False,False,0,False
1457,L48636,L,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,137885.0,0.026093359,False,False,False,False,0,False
1458,L48637,L,299.0,310.3,1475,42.4,93,0,0,0,0,0,0,137886.0,0.039899649,False,False,False,False,0,False
1459,L48638,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,137887.0,0.061501378,False,False,False,False,0,False
1460,L48639,L,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,137888.0,0.132852777,False,False,False,False,0,False
1461,L48640,L,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,137889.0,0.208773882,False,False,False,False,0,False
1462,L48641,L,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,137890.0,0.005613662,False,False,False,False,0,False
1463,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,137891.0,0.041454157,False,False,False,False,0,False
1464,L48643,L,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,137892.0,0.011501586,False,False,False,False,0,False
1465,L48644,L,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,137893.0,0.008514833,False,False,False,False,0,False
1466,L48645,L,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,137894.0,0.004893037,False,False,False,False,0,False
1467,L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,137895.0,0.015488699,False,False,False,False,0,False
1468,L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,137896.0,0.129930148,False,False,False,False,0,False
1469,M16328,M,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,137897.0,0.008437201,False,False,False,False,0,False
1470,L48649,L,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,137898.0,0.033663326,False,False,False,False,0,False
1471,L48650,L,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,137899.0,0.003904339,False,False,False,False,0,False
1472,L48651,L,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,137900.0,0.004147818,False,False,False,False,0,False
1473,M16332,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,137901.0,0.00513407,False,False,False,False,0,False
1474,M16333,M,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,137902.0,0.028050476,False,False,False,False,0,False
